Run,Best Value,Best Iteration,Total Accepted Moves,Total Rejected Moves,Total Distance Traveled,Total Deviation from Optimum,Distinct Positions Visited,End-to-End Distance,Average Move Distance,Standard Deviation Objective,Acceptance Rate,Best Solution Improvements,Total Function Value Change,Exploration-Exploitation Ratio,Exact Sequence (Compressed)
25,689666.0,96,94,7,101.56854249492375,7.1942092E7,62,20.396078054371138,1.0805164095204653,10026.225323325558,0.9306930693069307,28,113783.0,1.1609803974634787,"723650P-724201P-723650P-C-725812P-C-726365P-C-724201P-C-722041P-724201P-C-722592P-C-723650P-C-723650P-C-723650P-C-723101P-722041P-C-720434P-720985P-722041P-C-722592P-C-724754P-723700P-725866P-723700P-C-721538P-723700P-C-722093P-721045P-720488P-722093P-C-719933P-718330P-719380P-718829P-716677P-715625P-713477P-C-712930P-715076P-714529P-712930P-C-712930P-C-713477P-C-712930P-C-713477P-C-711333P-710788P-C-710788P-C-708650P-C-709704P-710762P-C-709165P-709704P-C-710762P-C-710762P-C-712361P-710225P-711824P-710762P-C-712900P-715042P-716645P-714501P-712900P-C-712900P-C-711842P-710245P-709193P-707600P-708650P-C-707600P-C-709193P-C-708145P-706554P-705512P-704965P-706554P-C-704420P-702833P-701248P-C-700705P-699122P-697541P-695962P-694928P-695962P-C-694385P-693844P-692269P-691237P-689666P-690209P-690754P-690209P-C-690209P-C"
26,307925.0,49,93,8,100.39696961966993,3.1763932E7,49,11.045361017187261,1.0795373077383863,3999.7838799325173,0.9207920792079208,12,65551.0,1.1724007320599679,"320121P-319085P-319178P-319085P-C-320212P-C-320212P-C-320212P-C-321250P-320212P-C-320121P-C-321250P-C-322292P-322381P-323425P-322381P-C-322472P-322565P-322472P-C-322381P-C-321161P-C-319945P-318818P-317608P-316485P-315449P-314417P-313389P-314597P-313389P-C-312185P-311161P-309961P-311072P-311161P-C-312365P-313389P-C-313480P-312365P-C-312365P-C-312458P-312553P-312458P-C-312553P-C-312553P-C-311345P-310234P-309125P-307925P-308941P-308852P-309874P-310900P-310985P-309961P-C-309874P-C-310900P-C-310985P-C-311072P-C-312274P-C-311252P-310141P-310234P-C-311345P-C-312458P-C-312365P-C-312365P-C-311252P-C-311252P-C-311345P-C-312553P-C-313765P-314785P-C-313573P-314785P-C-314882P-315904P-C-314882P-C-313765P-C-313864P-C-312650P-312553P-C-312553P-C-313765P-C-312650P-C-311636P-C-312650P-C-311537P-312749P-C-312749P-C-313765P-C-313765P-C-314785P-C-314882P-C"
27,948505.0,44,90,11,101.0538238691623,9.6527825E7,40,10.816653826391969,1.1228202652129144,4407.64715286672,0.8910891089108911,15,107634.0,1.2600538531833818,"968890P-968680P-967397P-964625P-965906P-C-963136P-963346P-960580P-959093P-C-959305P-959093P-C-957818P-958032P-C-958032P-C-958250P-959521P-959305P-C-959521P-C-961012P-961234P-961012P-C-958250P-C-956761P-955274P-953789P-953577P-C-955060P-C-956333P-956545P-955274P-C-955274P-C-952520P-952738P-952520P-C-952520P-C-952520P-C-951253P-949770P-951253P-C-948505P-951253P-C-951473P-950210P-951473P-C-951697P-950436P-953186P-952960P-C-952960P-C-952960P-C-951473P-C-952738P-C-954225P-951473P-C-951253P-C-948505P-C-948725P-951473P-C-951473P-C-952738P-C-955492P-956761P-C-956545P-C-955274P-C-953789P-C-951037P-C-951253P-C-951253P-C-954005P-952738P-C-952960P-C-952960P-C-952738P-C-952960P-C-954225P-C-952960P-C-951473P-C-954225P-C-955492P-C-958250P-C-961012P-C-961234P-C-959741P-958250P-C-955492P-C-955492P-C-958250P-C-958250P-C-956761P-C-958250P-C-958032P-C-956545P-C-956761P-C-955492P-C"
28,963530.0,68,91,10,97.81118318204301,9.8881631E7,51,21.400934559032695,1.0748481668356376,12444.03419622259,0.900990099009901,27,122197.0,1.1929633500043888,"1003816P-1002586P-1000036P-1001266P-999377P-998720P-C-996833P-999377P-C-1000036P-C-998810P-997588P-998253P-C-997588P-C-997588P-C-995705P-993824P-993161P-990621P-988085P-987428P-988085P-C-988085P-C-989305P-989962P-988744P-987530P-986869P-988085P-C-990621P-C-990621P-C-991282P-988744P-C-986869P-C-986869P-C-988744P-C-989962P-C-987428P-C-984898P-982372P-979850P-981072P-978554P-976040P-974173P-973530P-C-974173P-C-972308P-C-971665P-C-969161P-968522P-969748P-C-970385P-C-970385P-C-969748P-C-967250P-969748P-C-969748P-C-969113P-967250P-C-966617P-964756P-963530P-966024P-964165P-964802P-966024P-C-967250P-C-967250P-C-967250P-C-964756P-C-963530P-C-964165P-C-964802P-C-964165P-C-966661P-C-966661P-C-968522P-C-966024P-C-966024P-C-967250P-C-968480P-970345P-972845P-970345P-C-969714P-968480P-C-969714P-C-972212P-973450P-C-972212P-C-970345P-C-970345P-C"
29,1137825.0,53,86,15,94.15432893255065,1.15929501E8,43,10.295630140987,1.0948177782854727,5899.914511434141,0.8514851485148515,14,121555.0,1.285774367521311,"1159885P-1158898P-C-1156000P-C-1156000P-C-1158898P-C-1156000P-C-1155074P-C-1154152P-C-1151258P-1154152P-C-1154152P-C-1153165P-1152245P-C-1151329P-1153234P-1154225P-1152320P-C-1151329P-C-1153234P-C-1152320P-C-1152320P-C-1153234P-C-1150340P-C-1147450P-C-1147450P-C-1148368P-1145482P-C-1143581P-1142600P-1141621P-1142600P-C-1142600P-C-1142600P-C-1139722P-1142600P-C-1143522P-C-1143522P-C-1142600P-C-1143581P-C-1140701P-1139785P-1141682P-1138804P-1137825P-1138804P-C-1139785P-C-1140701P-C-1138804P-C-1139785P-C-1137890P-C-1139785P-C-1138873P-1137890P-C-1138873P-C-1139785P-C-1140701P-C-1143581P-C-1145482P-C-1145482P-C-1144564P-1145549P-C-1146536P-1145549P-C-1146536P-C-1144637P-1147525P-1146536P-C-1145549P-C-1146536P-C-1147525P-C-1146536P-C-1149426P-1150417P-1153313P-1155218P-1154308P-1152405P-1154308P-C-1153402P-C-1154308P-C-1153313P-C-1152405P-C-1149509P-1150417P-C-1150417P-C-1149509P-C-1146617P-1145626P"
30,1155898.0,97,90,11,98.81118318204301,1.19231259E8,54,18.867962264113206,1.0979020353560334,11383.310908513324,0.8910891089108911,31,125018.0,1.2320900618995485,"1196458P-1195065P-C-1195065P-C-1198145P-1196458P-C-1199540P-1198145P-C-1197853P-1198145P-C-1197853P-C-1194773P-C-1194773P-C-1194773P-C-1196168P-1193090P-1190016P-1189730P-1192804P-1191125P-1189730P-C-1188337P-C-1188053P-1186660P-1189730P-C-1188337P-C-1186946P-1185557P-1185269P-1184985P-1185269P-C-1185557P-C-1183880P-1184170P-1181108P-1179725P-1178050P-1179725P-C-1179433P-C-1182493P-C-1182205P-1185269P-C-1185557P-C-1186946P-C-1183880P-C-1183880P-C-1182493P-C-1182205P-C-1183880P-C-1183880P-C-1182493P-C-1182785P-C-1182785P-C-1181108P-C-1182493P-C-1182205P-C-1179145P-1180818P-C-1177760P-1179145P-C-1178861P-1177474P-1179145P-C-1178861P-C-1179145P-C-1176089P-1175805P-1177192P-C-1174138P-1172753P-C-1171370P-1169705P-1171088P-1168042P-1166381P-C-1166381P-C-1166105P-1163065P-1161684P-1164722P-1163065P-C-1163341P-1161684P-C-1161962P-C-1161962P-C-1158928P-1157553P-1155898P-1157553P-C-1159210P-1156180P"
31,226084.0,14,98,3,96.39696961966993,2.3409905E7,51,4.0,0.9836425471394891,2575.2129091967063,0.9702970297029703,5,63849.0,1.0137540536845755,"229220P-228433P-C-228433P-C-228193P-228740P-229525P-228740P-C-228740P-C-228193P-C-227410P-C-227410P-C-226629P-226084P-C-227410P-C-227176P-227725P-228506P-C-229840P-C-230625P-231965P-C-232201P-231412P-C-230074P-231412P-C-230074P-C-228740P-C-228978P-230312P-230074P-C-231412P-C-231412P-C-232201P-C-233545P-234893P-233545P-C-234100P-235450P-C-234657P-234425P-235216P-236570P-236804P-235450P-C-234100P-C-233309P-232754P-C-233545P-C-233309P-C-232754P-C-232992P-234338P-233785P-233545P-C-233309P-C-233545P-C-233545P-C-233545P-C-233309P-C-233866P-C-233866P-C-235216P-C-234657P-C-234100P-C-234100P-C-234100P-C-233309P-C-232754P-C-232992P-C-232441P-233785P-C-232441P-C-232685P-232138P-232933P-231593P-232388P-231845P-C-231845P-C-230509P-229177P-229716P-229970P-231304P-230509P-C-231845P-C-232642P-233984P-234529P-235330P-236133P"
32,592037.0,10,93,8,96.56854249492373,6.0417324E7,46,3.605551275463989,1.0383714246765994,2670.490606866943,0.9207920792079208,2,89496.0,1.1276936977670595,"594970P-596513P-598105P-596513P-C-596560P-595017P-C-593476P-595066P-593525P-592037P-592090P-C-593684P-593741P-593684P-C-595282P-596768P-C-598258P-599752P-598154P-598105P-C-598105P-C-598154P-C-598205P-C-599805P-599860P-598313P-598258P-C-596660P-595066P-C-595117P-593576P-595170P-596713P-598313P-C-596825P-C-596825P-C-596884P-595402P-595341P-596825P-C-596825P-C-596825P-C-598370P-599917P-599860P-C-601354P-601409P-602905P-604405P-602801P-601301P-601354P-C-602905P-C-602905P-C-602905P-C-602905P-C-601301P-C-601301P-C-601301P-C-601250P-601201P-599652P-599701P-601201P-C-599701P-C-598205P-C-599805P-C-598205P-C-596660P-C-596609P-598154P-C-598205P-C-599701P-C-601250P-C-599652P-C-599652P-C-599701P-C-599752P-C-601250P-C-599652P-C-599652P-C-599605P-598058P-599605P-C-601154P-599652P-C-599652P-C-598058P-C-599652P-C-598058P-C-596560P-C-596560P-C-598154P-C-598154P-C-596560P-C-596560P-C"
33,823888.0,62,86,15,91.15432893255064,8.4161848E7,49,13.601470508735444,1.05993405735524,4848.356152676671,0.8514851485148515,11,103980.0,1.2448062766613865,"840601P-838445P-840601P-C-842761P-C-841325P-842761P-C-843124P-843489P-842057P-844225P-842057P-C-842057P-C-840629P-C-841000P-841373P-839205P-837041P-835621P-833832P-835250P-C-835250P-C-835250P-C-833832P-C-833461P-C-831674P-829889P-830260P-C-832045P-C-830260P-C-832045P-C-833832P-C-832045P-C-834205P-C-834580P-C-834580P-C-832418P-831008P-C-830633P-828477P-C-828477P-C-828477P-C-828477P-C-830260P-C-830260P-C-830633P-C-830260P-C-828477P-C-828850P-827444P-827821P-828200P-826042P-823888P-825665P-823888P-C-825290P-C-826696P-827069P-826696P-C-828850P-C-828850P-C-828477P-C-829889P-C-830260P-C-832418P-C-833832P-C-835250P-C-836672P-834514P-C-835940P-834514P-C-834149P-C-836305P-834149P-C-831997P-C-833425P-833066P-834857P-C-833066P-C-831636P-831277P-833425P-C-831997P-C-831997P-C-831636P-C-829849P"
34,1137370.0,90,91,10,90.01219330881972,1.16755042E8,57,17.46424919657298,0.9891449814156013,11384.8923618699,0.900990099009901,29,121211.0,1.0978422321206123,"1174925P-1177777P-1176916P-1178050P-1175200P-1173209P-1171220P-1170365P-1168378P-1170365P-C-1168378P-C-1168378P-C-1169512P-1170650P-1169512P-C-1168661P-1167812P-1166674P-C-1167812P-C-1167812P-C-1166674P-C-1163840P-1166674P-C-1167525P-1166393P-1163557P-1162706P-1160725P-1161576P-C-1164410P-1166393P-C-1166393P-C-1166393P-C-1165540P-1162706P-C-1162706P-C-1164689P-1163557P-C-1162706P-C-1159876P-1159029P-1157897P-C-1159876P-C-1159029P-C-1157897P-C-1157897P-C-1155920P-1153945P-C-1152821P-1153672P-1152821P-C-1153672P-C-1155645P-C-1155645P-C-1156498P-1153672P-C-1152554P-1151701P-1152821P-C-1150850P-C-1152821P-C-1150001P-1148032P-C-1147185P-1146340P-C-1146340P-C-1143530P-1142689P-1140724P-C-1141565P-1144373P-1142408P-1141565P-C-1141565P-C-1139602P-C-1140445P-1138484P-1140445P-C-1139329P-C-1137370P-1140176P-C-1141025P-1142137P-1141290P-C-1143253P-1144100P-1143253P-C-1142408P-C"
35,31489.0,66,99,2,110.12489168102775,3443182.0,61,21.540659228538015,1.1123726432427046,1729.0165756268143,0.9801980198019802,20,27816.0,1.1348448178536683,"37025P-36517P-C-37025P-C-36676P-36866P-37217P-36866P-C-36360P-36517P-C-36709P-37060P-36709P-C-36709P-C-36554P-36709P-C-37217P-C-37060P-C-36554P-C-36052P-36250P-C-35752P-35258P-35113P-34625P-34768P-34913P-34717P-35060P-34866P-35360P-35017P-34525P-34376P-34229P-C-34425P-34913P-C-35258P-C-34768P-C-35113P-C-35605P-35113P-C-34625P-C-34484P-34002P-34208P-34418P-34208P-C-33865P-33730P-C-33597P-33125P-33337P-32869P-32405P-32282P-31824P-32282P-C-32161P-C-32161P-C-32282P-C-31945P-31489P-31824P-C-32282P-C-32500P-32722P-32381P-32605P-C-32490P-32036P-31925P-32377P-C-32149P-32605P-C-32149P-C-32490P-C-32377P-C-32266P-32157P-31925P-C-32377P-C-32377P-C-32266P-C-32609P-32845P-33085P-33541P-C-33085P-C-32738P-32980P-32738P-C-32845P-C-33301P"
36,111281.0,8,95,6,100.81118318204301,1.1481236E7,47,6.082762530298219,1.0611703492846634,1134.9059548354433,0.9405940594059405,5,40198.0,1.1281916345026421,"114020P-113906P-114325P-114217P-113690P-112744P-111802P-C-111281P-111802P-C-111908P-112850P-113269P-113377P-113796P-114217P-C-114640P-115594P-114640P-C-114746P-115277P-115389P-115810P-115700P-114746P-C-114217P-C-114113P-113588P-113165P-112221P-C-112744P-C-112850P-C-113377P-C-112433P-C-112545P-112433P-C-112850P-C-112325P-C-112221P-C-112221P-C-113165P-C-113065P-C-112544P-113065P-C-113065P-C-112544P-C-112544P-C-112544P-C-113065P-C-114013P-113917P-C-113490P-114440P-114538P-114965P-115921P-115394P-115300P-C-115733P-114777P-C-114689P-114777P-C-115210P-115124P-114689P-C-114256P-C-114777P-C-115733P-C-115300P-C-114777P-C-113825P-C-113917P-C-113917P-C-114440P-C-114013P-C-114440P-C-114013P-C-113065P-C-113588P-C-112642P-112744P-C-112642P-C-111700P-C-112642P-C-112544P-C-113490P-C-114013P-C-114013P-C-113588P-C-113165P-C-112744P-C"
37,309352.0,1,96,5,99.49747468305827,3.1755351E7,64,1.0,1.0364320279485237,3715.48235816138,0.9504950495049505,1,72612.0,1.0904128627375094,"309565P-309352P-310234P-311540P-312637P-311753P-C-310658P-311753P-C-310445P-309352P-C-310658P-C-309565P-C-310658P-C-309352P-C-309352P-C-309352P-C-310234P-C-310234P-C-311120P-312217P-312426P-313736P-C-312426P-C-311540P-C-312426P-C-312637P-C-312426P-C-312426P-C-311120P-C-312217P-C-312426P-C-312637P-C-313949P-315265P-313949P-C-315265P-C-315482P-315701P-314600P-314381P-314164P-C-314381P-C-313282P-C-313501P-C-313501P-C-313722P-312404P-312625P-C-313722P-C-313945P-315044P-314821P-316145P-C-317248P-318130P-319460P-320569P-C-320794P-C-321905P-323245P-323474P-323705P-322592P-321250P-C-320141P-319265P-319498P-318393P-318628P-317290P-318160P-319034P-318805P-317473P-317700P-316370P-315269P-313945P-C-314170P-314397P-313073P-314397P-C-313529P-312205P-311112P-311341P-310250P-310481P-309392P-310714P-311805P"
38,764818.0,32,94,7,93.91168824543136,7.7919176E7,36,5.656854249492381,0.9990605132492698,2719.9289321490687,0.9306930693069307,7,99211.0,1.073458636576343,"774530P-775493P-774530P-C-774530P-C-774530P-C-774530P-C-773569P-773057P-770625P-771137P-773569P-C-772096P-774530P-C-772096P-C-770625P-C-772096P-C-771586P-772096P-C-771586P-C-770625P-C-770625P-C-769156P-770625P-C-771137P-C-770625P-C-769156P-C-769666P-C-768197P-765773P-767240P-766285P-764818P-765773P-C-765773P-C-766730P-769156P-C-769156P-C-769156P-C-769666P-C-770625P-C-770117P-C-771586P-C-771586P-C-770117P-C-771586P-C-769156P-C-768197P-C-770625P-C-771137P-C-772096P-C-773569P-C-773569P-C-773569P-C-773569P-C-776005P-778445P-776968P-776005P-C-774530P-C-776005P-C-775044P-C-776005P-C-775044P-C-774530P-C-774530P-C-775044P-C-775044P-C-772610P-C-770180P-771137P-C-772610P-C-771137P-C-771137P-C-770625P-C-771586P-C-771080P-772549P-C-773514P-772045P-769613P-769113P-770578P-771080P-C-770578P-C-769113P-C-770578P-C-771545P-C-771545P-C-771049P-771545P-C-771049P-C-769586P-768125P-765697P-766189P"
39,503912.0,98,91,10,92.6690475583121,5.2460716E7,60,18.973665961010276,1.0183411819594737,7010.824975757268,0.900990099009901,26,82558.0,1.1302468063506246,"530576P-530737P-529290P-530900P-532349P-C-531065P-531232P-C-529618P-529453P-528173P-526730P-526565P-C-528173P-C-529785P-C-528340P-527066P-525456P-526897P-C-526897P-C-526897P-C-525625P-524017P-522413P-C-524017P-C-525456P-C-524017P-C-524017P-C-522413P-C-520813P-520978P-521145P-519545P-520813P-C-520978P-C-520978P-C-522413P-C-521145P-C-521314P-520052P-518621P-518450P-C-518281P-518450P-C-518281P-C-516685P-516852P-C-516852P-C-515258P-516685P-C-515425P-515258P-C-513668P-515093P-515258P-C-516685P-C-515093P-C-516520P-517949P-C-517786P-C-516196P-516037P-C-514769P-C-514769P-C-514610P-513185P-514453P-515880P-514298P-515725P-515880P-C-515725P-C-514145P-513994P-C-512569P-513994P-C-513994P-C-512420P-C-511146P-509876P-509725P-508306P-507040P-505625P-505474P-503912P-504061P-503912P-C"
40,836273.0,100,92,9,92.74011537017756,8.6365731E7,64,26.019223662515376,1.0080447322845387,9043.271338574772,0.9108910891089109,23,107111.0,1.1066578039210697,"869128P-866498P-867893P-868057P-865429P-862805P-C-861578P-860353P-857737P-C-858960P-860353P-C-858960P-C-861578P-C-860185P-C-860353P-C-862973P-864370P-866996P-867170P-864544P-C-864544P-C-864722P-865945P-868573P-865945P-C-867348P-868753P-870160P-870346P-870160P-C-868753P-C-867530P-864904P-864722P-C-863501P-860881P-858265P-858085P-858265P-C-856868P-C-855473P-856868P-C-856868P-C-854258P-851652P-851834P-852020P-852210P-C-852210P-C-851005P-852210P-C-852210P-C-853609P-851005P-C-852404P-853805P-853609P-C-853417P-C-850813P-C-849418P-849608P-C-848405P-C-849802P-850000P-850202P-849005P-C-846409P-C-847810P-C-849213P-C-848020P-846617P-C-845216P-C-846409P-C-845010P-842420P-843613P-841025P-C-839632P-838441P-837252P-837458P-C-837458P-C-836273P"
41,758664.0,100,87,14,93.49747468305827,7.8165689E7,59,15.811388300841896,1.0746836170466467,7007.7651093945915,0.8613861386138614,27,102764.0,1.247621210594383,"785434P-785341P-783481P-781714P-781625P-C-783481P-C-783572P-781805P-781898P-C-783665P-781805P-C-781898P-C-781993P-C-780325P-782090P-780228P-778562P-778465P-780228P-C-780228P-C-780228P-C-781993P-C-780228P-C-778465P-C-776704P-C-776704P-C-776704P-C-778562P-C-780228P-C-780228P-C-778370P-776609P-C-774945P-776801P-776704P-C-778562P-C-780228P-C-780325P-C-778661P-778762P-777104P-775345P-C-775345P-C-775450P-C-775345P-C-775345P-C-775345P-C-773588P-775242P-773384P-771530P-773285P-775042P-773188P-774850P-776516P-774666P-C-774577P-772820P-771154P-769492P-767741P-769492P-C-767650P-C-765901P-764065P-763978P-763893P-765725P-763893P-C-763893P-C-763810P-763893P-C-765640P-765725P-C-767561P-769401P-767741P-C-767741P-C-765992P-765901P-C-765901P-C-765812P-764065P-C-762320P-764154P-762500P-C-762409P-760577P-758749P-758664P"
42,125348.0,12,96,5,91.15432893255065,1.2915919E7,37,4.242640687119285,0.9495242597140693,1334.9391870325737,0.9504950495049505,6,46444.0,0.9989786482408438,"127706P-126997P-127625P-126837P-126760P-126053P-C-125425P-126130P-126916P-126130P-C-126130P-C-125348P-126053P-C-126053P-C-126685P-127469P-126760P-C-127546P-128336P-129130P-129845P-129213P-C-129130P-C-128336P-C-127546P-C-128257P-128180P-127394P-126612P-127321P-C-128032P-127250P-126612P-C-126612P-C-126612P-C-125905P-C-125905P-C-126612P-C-125905P-C-126612P-C-126685P-C-126760P-C-127546P-C-127546P-C-127546P-C-127546P-C-128257P-C-128257P-C-128336P-C-127625P-C-127625P-C-126837P-C-126837P-C-127625P-C-126916P-C-126997P-C-127789P-127874P-C-127874P-C-128500P-127874P-C-127961P-128585P-C-129385P-C-129385P-C-128585P-C-129213P-C-129213P-C-129928P-130730P-130013P-C-130730P-C-130013P-C-130645P-129845P-C-130645P-C-130013P-C-129213P-C-129928P-C-130013P-C-130013P-C-129213P-C-128585P-C-129213P-C-128585P-C-127874P-C-127252P-127961P-C-127252P-C-127165P-C-127165P-C-127252P-C"
43,1042049.0,92,85,16,86.49747468305829,1.07559771E8,59,24.839484696748443,1.0176173492124505,15009.161000477054,0.8415841584158416,29,105027.0,1.2091688502406766,"1093042P-1090088P-1091605P-1090088P-C-1090088P-C-1090088P-C-1088573P-1090010P-C-1090010P-C-1090010P-C-1090010P-C-1087060P-C-1085549P-1085477P-1082533P-1081028P-C-1081098P-1081028P-C-1078090P-1076657P-1075156P-1078090P-C-1075156P-C-1075156P-C-1075090P-1073593P-C-1072098P-1073533P-1073593P-C-1073593P-C-1072160P-1072098P-C-1072160P-C-1069234P-1069300P-C-1066378P-1066448P-1067873P-1066448P-C-1064953P-C-1065025P-C-1065025P-C-1063604P-1062109P-1062185P-C-1059273P-1057858P-1057940P-1059437P-1060936P-1059437P-C-1059353P-C-1059353P-C-1062265P-1063764P-1060850P-1060768P-1057858P-C-1054952P-C-1055034P-1056445P-1054952P-C-1053461P-C-1052050P-1053541P-1052050P-C-1049152P-1047745P-1047829P-C-1050725P-1049320P-C-1046426P-1044937P-1046340P-C-1046340P-C-1044937P-C-1046340P-C-1043450P-1042049P-1042137P-1043626P-1045025P-C-1045025P-C-1045025P-C-1045025P-C-1045117P"
44,775177.0,97,92,9,102.2253967444161,8.0123726E7,48,18.601075237738275,1.1111456167871316,8830.49399244309,0.9108910891089109,24,112868.0,1.2198446445163076,"805401P-C-804041P-805401P-C-805012P-803650P-C-804041P-C-804041P-C-804041P-C-804041P-C-804041P-C-802685P-803080P-804829P-804434P-805792P-803650P-C-801512P-C-799765P-799378P-797248P-795122P-796484P-C-797850P-C-795728P-795353P-C-797098P-795353P-C-795728P-C-797098P-C-795353P-C-794980P-793237P-795353P-C-795353P-C-795728P-C-796105P-796484P-C-797850P-C-796484P-C-798610P-799976P-797850P-C-798229P-796484P-C-798610P-C-799976P-C-799597P-799220P-798845P-798472P-797098P-C-795353P-C-794980P-C-794980P-C-792866P-791125P-790756P-792866P-C-790756P-C-791125P-C-793237P-C-791125P-C-791496P-792866P-C-791496P-C-791496P-C-791496P-C-792866P-C-791125P-C-791496P-C-789757P-787649P-785545P-784181P-C-782450P-784552P-782450P-C-781092P-778994P-777269P-776900P-777269P-C-776900P-C-778994P-C-776900P-C-776900P-C-775546P-777640P-779365P-777269P-C-775177P-775546P-C-777640P-C-778013P"
45,374058.0,67,95,6,105.98275605729683,3.8292143E7,57,9.899494936611665,1.1156079584978613,3152.869030271771,0.9405940594059405,15,81170.0,1.1860674085082525,"386000P-384961P-383924P-384605P-383570P-382889P-384605P-C-384253P-384938P-383220P-382189P-381160P-C-381160P-C-381506P-C-381856P-380146P-C-379469P-381177P-382210P-382568P-382210P-C-383924P-C-383245P-384282P-382568P-C-382930P-382568P-C-382568P-C-381533P-382568P-C-383605P-384282P-C-382568P-C-380858P-380185P-379152P-C-379825P-379469P-C-378794P-377092P-377450P-378121P-379825P-C-378794P-C-377092P-C-376065P-375713P-374690P-376388P-376738P-377765P-376738P-C-376065P-C-377765P-C-376065P-C-375394P-374725P-375085P-375752P-375085P-C-374725P-C-375752P-C-375085P-C-374058P-374725P-C-374369P-375394P-C-377092P-C-377092P-C-376065P-C-374369P-C-374725P-C-375752P-C-376114P-376781P-C-376781P-C-377145P-376781P-C-377145P-C-376480P-377513P-C-377885P-377224P-377885P-C-377513P-C-376480P-C-376850P-378548P-379585P-380250P-378548P-C-378548P-C-379213P-379880P-381586P"
46,732692.0,58,91,10,99.4680374315354,7.4604035E7,43,9.0,1.0930553563904988,3294.1352407594463,0.900990099009901,12,108367.0,1.2131713296202238,"746525P-C-744980P-744210P-744980P-C-743437P-C-744980P-C-744980P-C-744980P-C-742666P-743440P-741130P-743440P-C-742666P-C-740356P-741125P-C-741896P-740357P-738049P-736514P-737280P-739586P-737280P-C-737280P-C-735745P-734981P-735745P-C-734981P-C-735752P-736525P-C-738833P-736525P-C-735752P-C-734994P-C-734994P-C-736525P-C-738058P-736525P-C-736525P-C-736525P-C-735769P-C-733465P-734994P-C-735752P-C-734994P-C-734994P-C-734240P-734994P-C-735769P-C-736525P-C-736525P-C-737300P-734994P-C-732692P-733450P-735752P-C-736525P-C-738058P-C-736525P-C-736525P-C-735769P-C-735769P-C-737300P-C-738833P-C-738058P-C-737285P-734981P-C-736514P-C-738820P-739593P-C-740357P-C-739586P-C-740357P-C-741130P-743444P-744985P-742669P-740357P-C-741125P-C-740357P-C-741125P-C-738817P-739589P-740356P-C-742666P-C-741897P-739589P-C-740365P-738824P-736522P-737300P-C-737300P-C-738082P-C"
